Example	Perfect	Aspect	Transitivity	Lex_group	Location	Gender
pa sam sAd dOšla 	AUX	perf	intrans	non_modal		
mEni mAjka Umrla jA sam ostAla 	AUX	perf	intrans	non_modal		
i jA sam samo dOšla i gotOvo 	AUX	perf	intrans	non_modal		
kAd sam doŠla ovdEkaj jA 	AUX	perf	intrans	non_modal		
i jA kAd sam dOšlo 	AUX	perf	intrans	non_modal		
kAd su dOšli komunIsti 	AUX	perf	intrans	non_modal		
tOj su dodIli 	AUX	perf	intrans	non_modal		
pa pOsle su ovIa dOdili 	AUX	perf	intrans	non_modal		
nEmci dodUše dodIli su 	AUX	perf	intrans	non_modal		
i ••• dOšli smo Isto bezdEci 	AUX	perf	intrans	non_modal		
kO je dOšao 	AUX	perf	intrans	non_modal		
((?)) tAj mešAja mEsi • na kOju je umrElo prvnjO detE 	AUX	perf	intrans	non_modal		
i ((?)) kOj je dOšal da vIdi mlAdu kad je izvedU kad onOj 	AUX	perf	intrans	non_modal		
i ((?)) Onda se s tOj poslužI napolje svI kojI su dOšli da Uzmu 	AUX	perf	intrans	non_modal		
dOšal • dAvano na prAznik na božIč kvO li je dAvana premijEra 	AUX	perf	intrans	non_modal		
kakO li dOšla li je 	AUX	perf	intrans	non_modal		
a mReli su ljUdi godžA po nAšeno salO 	AUX	perf	intrans	non_modal		
kad ssAnjaš si kad si sAnjaš da je dOšal el da 	AUX	perf	intrans	non_modal		
kAko je umrEla jA vu nIkako ne sAnjam štA je tOj sƏg 	AUX	perf	intrans	non_modal		
kao da je dOšla prEko nOć da Uzme stvAri i otIšla odAtle 	AUX	perf	intrans	non_modal		
Ona e dOšla iz dOnjeg milAnovca 	AUX	perf	intrans	non_modal		
Ona je skOro Umrla i tAko sAd smo sAmo mI Ostali 	AUX	perf	intrans	non_modal		
otkAd sam dOšla u internAt i Onda 	AUX	perf	intrans	non_modal		
na prImer sAd jA sam vrAčka i vI ste dOšli kOd mEne 	AUX	perf	intrans	non_modal		
gomIla dEce je dOšla 	AUX	perf	intrans	non_modal		
donesEm tOj da vIdis kvO je Ako nesI vidEla 	AUX	not_perf	trans	non_modal		
mUško da je pa tAg odAvna se gledAlo da je rogAto 	AUX	not_perf	trans	non_modal		
a detEvo sAd sam pRvi pUt vidEla 	AUX	not_perf	trans	non_modal		
nesAm i čUla nIti slUšam • pa tO je slIčno kAo jA ga nesAm vidEla Ali prIčaju 	AUX	not_perf	trans	non_modal		
ovOj a slušAla sam kAd prIču tOj ne ovOj štOo nEgo drUgo si 	AUX	not_perf	trans	non_modal		
Inače Al Uveče smo otIšli nIt sam ga vidEla korIto tO nIti 	AUX	not_perf	trans	non_modal		
i jA sam vidEla rEko lEle #i O vOjčani# gl/glAve iskIne l kakO sam im jA na trAktor nakrIlo 	AUX	not_perf	trans	non_modal		
Ali onEja • sas tronOšḱe • Ako si vidEla nEgde 	AUX	not_perf	trans	non_modal		
e si vidEla sAg štO se s sEje 	AUX	not_perf	trans	non_modal		
e si vIdela tO el nEsi ? 	AUX	not_perf	trans	non_modal		
ne znAm jA ne sam vIdela 	AUX	not_perf	trans	non_modal		
da li na rUputu takOj da su vidEli da je izlazIlo 	AUX	not_perf	trans	non_modal		
vidEli da je kRvac se razlIlo kakO li je kOj ti ga znAe kakO je 	AUX	not_perf	trans	non_modal		
vidEli smo i 	AUX	not_perf	trans	non_modal		
a onI mI smo vIdeli 	AUX	not_perf	trans	non_modal		
a ne nE znam nEsam vidEla 	AUX	not_perf	trans	non_modal		
i kOj tI je znAl i gledAli smo u tIja kAmček 	AUX	not_perf	trans	non_modal		
gledAla sam ednA gOspoǵa na televIzor 	AUX	not_perf	trans	non_modal		
crnO grOžǵe • vidEla sam gOre u zmijAnac kod ednOga 	AUX	not_perf	trans	non_modal		
Isto ((XXX)) si vIdela • tOj sam svE tkAla 	AUX	not_perf	trans	non_modal		
a pAre nesAm gledAla kOlko je ponEla vrA / za dvA dAna ḱe da dOǵe 	AUX	not_perf	trans	non_modal		
#mOr# ((?)) •• mOr/ jA ti kAš si vIdela šta su fascIkle 	AUX	not_perf	trans	non_modal		
mOžda si vidEla nEgde 	AUX	not_perf	trans	non_modal		
ovdE na televIzor sam gledAla 	AUX	not_perf	trans	non_modal		
njU jOš poj ne bI poznAla/ njU sam • vidEla sAmo Edan pUt dvA pUtaa 	AUX	not_perf	trans	non_modal		
nit je ((?)) On • glEdal na prAznici 	AUX	not_perf	trans	non_modal		
čEtri pEt gOdine sam je vIdeo 	AUX	perf	trans	non_modal		
kad sam pRvo put vidEla sIne sas trAktorav 	AUX	not_perf	trans	non_modal		
te vEnci na televIzor sam gledAla tIja Običaji 	AUX	not_perf	trans	non_modal		
a ovdE je tOlko vIDelo i lEpo 	AUX	not_perf	trans	non_modal		
pRvi jOrgan sam vidEla u živOtu ((laugh)) 	AUX	not_perf	trans	non_modal		
a mEni bIlo štA i biOpsiju kad mi radEli jA sam si gledAla i 	AUX	not_perf	trans	non_modal		
ali svE sam tO gledAla i nIje me al kad vIdim 	AUX	not_perf	trans	non_modal		
pa pAdlo nesmO ga ni vidEli da je padlO izmEđu tEzgu i radE i na radijAtor 	AUX	not_perf	trans	non_modal		
ne bAba vUku si onAko Ona si gledAla išlA po cRkve 	AUX	not_perf	trans	non_modal		
po ovO onE onA si gledAla takO 	AUX	not_perf	trans	non_modal		
m nEki prEdosećaj mOra onO jAgnje imAlo štA li je nE znam tO sam tO sam vidEla 	AUX	not_perf	trans	non_modal		
i kad pOsle onA se a Uvek je tUj kad gOd sam prolazIla jA sam tUj zmIju vIdela tUj 	AUX	not_perf	trans	non_modal		
nIko nIkoga nesAm vidEla pa pOsle porEd stArca ovOg 	AUX	not_perf	trans	non_modal		
kad sam mu vidEla onAj pOgled jA kAžem 	AUX	not_perf	trans	non_modal		
i vidEli dOle štA je 	AUX	not_perf	trans	non_modal		
pa smo slušAli poA i učItelj 	AUX	not_perf	trans	non_modal		
mnOogo sam vidEla tEja nEprilike bAš ljUbica elEn Ova 	AUX	not_perf	trans	non_modal		
je si vidEla devOjče onU 	AUX	not_perf	trans	non_modal		
da nEe bilO pArovi ne bi vidEli 	AUX	not_perf	trans	non_modal		
ta el nEsam ga vidEla kad umrEl 	AUX	not_perf	trans	non_modal		
nIsam vIdela 	AUX	not_perf	trans	non_modal		
e gledAla si pArovi 	AUX	not_perf	trans	non_modal		
Ima jA sam po tOj vidEla po tU mojUtEtku 	AUX	not_perf	trans	non_modal		
a el si gle/ slušAla Alena kad je rEkal na onU devOjčicu 	AUX	not_perf	trans	non_modal		
kUd si ga tI vidEla da je 	AUX	not_perf	trans	non_modal		
nisI gledAla sestrU ti bIju 	AUX	not_perf	trans	non_modal		
a vidEla sam momkA al sAmo sam ga vidEla 	AUX	not_perf	trans	non_modal		
a vidEla sam momkA al sAmo sam ga vidEla 	AUX	not_perf	trans	non_modal		
na televIzor sam vidEla ednogA 	AUX	not_perf	trans	non_modal		
i onAm jednA bAba imAlo Isto onA nEe gledAla 	AUX	not_perf	trans	non_modal		
jA sam tOj gledAla 	AUX	not_perf	trans	non_modal		
tOj sam vidEla na vAšar 	AUX	not_perf	trans	non_modal		
sam vidEla drUg tItu 	AUX	not_perf	trans	non_modal		
tOj sam vidEla drUgo nE znam 	AUX	not_perf	trans	non_modal		
vidEli i otišlI si 	AUX	not_perf	trans	non_modal		
pa a drUgi ga ne vIdi a mI smo vidEli 	AUX	not_perf	trans	non_modal		
te tU smo mI vidEli mAčeto 	AUX	not_perf	trans	non_modal		
onI se z/ zbunIli gledAli si nIšta 	AUX	not_perf	trans	non_modal		
i tAčno na televIzor smo gledAli 	AUX	not_perf	trans	non_modal		
i Odma da mOž da vIdiš kakO štO si i gledAla 	AUX	not_perf	trans	non_modal		
kad sam vidEla kad su se nakolAla dečIčka došlO mi je da se udArim #gOco# 	AUX	not_perf	trans	non_modal		
mmm nas su gledAli bUgari Ovde 	AUX	not_perf	trans	non_modal		
ako Oće da mi pEsmutu otpo/ otpEva kakO što sam slušAla 	AUX	not_perf	trans	non_modal		
tOj ste mOž vidEli negdE 	AUX	not_perf	trans	non_modal		
znAješ tI • vid/ jA sam tEbe vIše put vidEla • kad si Išla tI səs • momčE 	AUX	not_perf	trans	non_modal		
a jA sam bIla sa Ovce • vidEla sam te 	AUX	not_perf	trans	non_modal		
i turIl u u tOj ali kakvA je travA jA • jA nesAm vidEla 	AUX	not_perf	trans	non_modal		
glEdala sam •• sInoč e/ El znAjete 	AUX	not_perf	trans	non_modal		
jA sam u vidEla 	AUX	not_perf	trans	non_modal		
pa tO tO sam vidEla ne 	AUX	not_perf	trans	non_modal		
nIsam tAd tAkvo svEtlo vidEla 	AUX	not_perf	trans	non_modal		
vidEla sam svEtlo tO vElika grmljAvina 	AUX	not_perf	trans	non_modal		
a u zEmlju • dEca onO nEsam vidEla 	AUX	not_perf	trans	non_modal		
lEle tO sam o/ ••• čUdo vidEla 	AUX	not_perf	trans	non_modal		
tO mi je nAjviše • i svI su me/ u mEne gledAli i svI su me volEli 	AUX	not_perf	trans	non_modal		
kad je vidEla b/ tA bAba ••• a bAba ljUbica zavijAla •• zavIja u sAv glAs 	AUX	not_perf	trans	non_modal		
mOžda da nIste vIdeli ovAkvu kUću od 	AUX	not_perf	trans	non_modal		
ali sam tAko trEptela tAko sam slUšala 	AUX	not_perf	trans	non_modal		
i jA sam slušAla svE tO 	AUX	not_perf	trans	non_modal		
takO rAdela ali slUšala sam štA su mi ovI rEkli o tOj 	AUX	not_perf	trans	non_modal		
kakO jo slušAla nE ga kakO On sudIja 	AUX	not_perf	trans	non_modal		
pa kOj te tOj naučIl? pa rekO od tEtku sam vIdela 	AUX	not_perf	trans	non_modal		
pa č/ jA ga nIsam skOro vIdela ali nIsam čUla da je se po/ polOmilo 	AUX	not_perf	trans	non_modal		
kad ((?)) gdE god su vIdeli slobodAna onI su ga svE zvAli 	AUX	not_perf	trans	non_modal		
onAko e s/ kAko ste glEdali kAko se mEnja mEsec 	AUX	not_perf	trans	non_modal		
Ono na Internet pa glEda pa mi dOjde pa mi prIča kakvO e vidEla 	AUX	not_perf	trans	non_modal		
nE se tOj gledAlo kOlko trEba da bUde 	AUX	not_perf	trans	non_modal		
jA n nesAm/ nesUm na mEni pokazAli nesAm ga ni gledAla snimuvAli me jedanpUt •• ovdEkaj • bEše i mUzika tUj bEše 	AUX	not_perf	trans	non_modal		
ne nE ni dirAl nIkoj nIkoj nesU ni ni vidEli • onO u šUmu skutAli smo se ((laugh)) • u gUstu šUmu 	AUX	not_perf	trans	non_modal		
na kapIju sam bilA gOre stojAla i mEne Ima samo nesAm se jA vidEla ((laugh)) nesAm tražIla da glEdam 	AUX	not_perf	trans	non_modal		
me mEne nE jA nE u tOj vrEme nesAm bilA dočekAla tOj bilO pOpre ali sam vidEla • kakOo kakO rabOte • kakO se kupAli hI mOmci i devOjke 	AUX	not_perf	trans	non_modal		
jA n nesAm/ nesUm na mEni pokazAli nesAm ga ni gledAla snimuvAli me jedanpUt •• ovdEkaj • bEše i mUzika tUj bEše 	AUX	not_perf	trans	non_modal		
ne nE ni dirAl nIkoj nIkoj nesU ni ni vidEli • onO u šUmu skutAli smo se ((laugh)) • u gUstu šUmu 	AUX	not_perf	trans	non_modal		
na kapIju sam bilA gOre stojAla i mEne Ima samo nesAm se jA vidEla ((laugh)) nesAm tražIla da glEdam 	AUX	not_perf	trans	non_modal		
me mEne nE jA nE u tOj vrEme nesAm bilA dočekAla tOj bilO pOpre ali sam vidEla • kakOo kakO rabOte • kakO se kupAli hI mOmci i devOjke 	AUX	not_perf	trans	non_modal		
mOžda ste vidEli nEgde 	AUX	not_perf	trans	non_modal		
Ovce znAš/ vidEla s Ovcu kvO je 	AUX	not_perf	trans	non_modal		
mIslim da si gledAla Ima ga i na televIz 	AUX	not_perf	trans	non_modal		
nismO vidEli kUrjaci 	AUX	not_perf	trans	non_modal		
mu se nE vIdel ni mEd i svE ak Oče nEka 	AUX	not_perf	trans	non_modal		
vIdela sam ga al 	AUX	not_perf	trans	non_modal		
vidEla sam ga ali nesAm 	AUX	not_perf	trans	non_modal		
ovdE smo sAmo vidEli kAd je ovAj pUt probIvan 	AUX	not_perf	trans	non_modal		
i tU imAlo zakOpano nEko i tUj najdOše nEki i tU smo vidEli da je tOj Uzeto i odnEseno ko 	AUX	not_perf	trans	non_modal		
čUli smo i mI da je takO ali dOduše mI nIsmo tOj vidEli 	AUX	not_perf	trans	non_modal		
a kAd si slUšala tOg rOđaka kAd prIča o tOme 	AUX	not_perf	trans	non_modal		
dEo cvEta jUri pa sam vidElo da je gUšter 	AUX	not_perf	trans	non_modal		
vidEli smo da ne znA 	AUX	not_perf	trans	non_modal		
One Igle po glAvu mu ne zabAdaju jA sam tƏ tƏg vidEla 	AUX	not_perf	trans	non_modal		
jA ga nesAm vidEla jA znAm 	AUX	not_perf	trans	non_modal		
a ǵAvola nE se gled tAg se gledAlo po mEsec 	AUX	not_perf	trans	non_modal		
tAg si gledAlo tOj da Ima 	AUX	not_perf	trans	non_modal		
ali jA ovOj rEto nisAm vidEla l Ima i sIrḱe 	AUX	not_perf	trans	non_modal		
pa prIčamo kO je g/ štA je vIdeo kAko da ubIje kAko 	AUX	perf	trans	non_modal		
pa prIčamo kO je g/ štA je vIdeo kAko da ubIje kAko 	AUX	perf	trans	non_modal		
tOl dOle sam vidEla iz vOz 	AUX	not_perf	trans	non_modal		
po prIčaju da se utenčIl al mI ga nesmO vidEli 	AUX	not_perf	trans	non_modal		
pOklade kakO potEru po pl/ jA s/ jA sƏd nesAm ni gledAla 	AUX	not_perf	trans	non_modal		
takOj vidEla sam 	AUX	not_perf	trans	non_modal		
ovO ste gledAli 	AUX	not_perf	trans	non_modal		
ne znAm dAl sam se vidEla dvA pUt 	AUX	not_perf	trans	non_modal		
ta sam ga vidEla 	AUX	not_perf	trans	non_modal		
i tU sam ga vidEla 	AUX	not_perf	trans	non_modal		
Inače onAko nIt smo se vidEli nIit 	AUX	not_perf	trans	non_modal		
tOj sam i jA vidEla 	AUX	not_perf	trans	non_modal		
da vidEli jA nIsam 	AUX	not_perf	trans	non_modal		
nEs/ nesmO ga mI ni vidEli vIše 	AUX	not_perf	trans	non_modal		
lIsta ((?)) tOj ste uḱiLi i vidEli ste mOžda i znAte 	AUX	not_perf	trans	non_modal		
bAš me mIlo što smo se vidEli i tAko 	AUX	not_perf	trans	non_modal		
i onI su svE tO gledali kakO se tO unosi 	AUX	not_perf	trans	non_modal		
da vIde beOgrad • nEsu vidEli nIkad beOgrad 	AUX	not_perf	trans	non_modal		
a štA postOji nIsam vidEla nE znam ali nEšto postOji 	AUX	not_perf	trans	non_modal		
ćUti jA onOj gOdinu da l mOgu da sAm jOš vidEla 	AUX	not_perf	trans	non_modal		
((?)) devOjke uglAvno tO sAmo mUški rAde dEvəke nIsam vIdeo 	AUX	perf	trans	non_modal		
Oo • mI smo s nEnu • mlOgo živEli 	AUX	not_perf	intrans	non_modal		
mI smo s grUicu i sas rAdu živEli što ne postOi 	AUX	not_perf	intrans	non_modal		
pa dA sam ••• mI smo s njI živEli što ne postOi 	AUX	not_perf	intrans	non_modal		
jA sam u ošljAne gOre živEla gOre mi bIl baštA 	AUX	not_perf	intrans	non_modal		
živEla sam se rEkal nEki dOšla sam u devedesEt gOdine ubIl ti bOg 	AUX	not_perf	intrans	non_modal		
rAda • i grUica mi smo mlOgo živEli s nji 	AUX	not_perf	intrans	non_modal		
pa Išli smo 	AUX	not_perf	intrans	non_modal		
nIje ju uOpšte volEo a onA si dolazIla 	AUX	not_perf	intrans	non_modal		
pa Išli ali kOd nas nesU 	AUX	not_perf	intrans	non_modal		
na svEti lAzar su Išli u cRkvu 	AUX	not_perf	intrans	non_modal		
i tUj su Išli taa/ • tAk tOj 	AUX	not_perf	intrans	non_modal		
mI smo Išli gOre nadI salO gdE sam si jA bilA 	AUX	not_perf	intrans	non_modal		
mI smo kOd njI Išli 	AUX	not_perf	intrans	non_modal		
onI su tƏg Išli gOre pOd kRs 	AUX	not_perf	intrans	non_modal		
ne znAm dAl ste Išli nEkada kOd njI 	AUX	not_perf	intrans	non_modal		
smo • Išli s njeg On svE vOzi s kOla a mi 	AUX	not_perf	intrans	non_modal		
nesU nigǵe ovAk Išli tAm dalEko da Ide pa Odi pa da trAži 	AUX	not_perf	intrans	non_modal		
nIsmo Išli nIgde na 	AUX	not_perf	intrans	non_modal		
bUgarska vAljda • pa smo tƏga Išli tam 	AUX	not_perf	intrans	non_modal		
i jA nesAm Išla po selO nIgde 	AUX	not_perf	intrans	non_modal		
kOj da jA ne mOgu ni jA vIše Išla sam gOre •• sprEmim kvO sprEmim pa na grOb 	AUX	not_perf	intrans	non_modal		
u cRno tRnje jA nesAm Išla dvE gOdine i sprEam se d Im da vIdim kakvO je 	AUX	not_perf	intrans	non_modal		
stAlno su Išli da presečU kolAč kOd tAj kRs 	AUX	not_perf	intrans	non_modal		
jAo kadA sam Išla onOj ? 	AUX	not_perf	intrans	non_modal		
petnAes I po gOdina sam živEla kOd tAtu 	AUX	not_perf	intrans	non_modal		
pa tO je sIgurno gOre nEgde po dalEko i zatOj su takO Išli 	AUX	not_perf	intrans	non_modal		
a u korIto sam Išla na jednU svAdbu 	AUX	not_perf	intrans	non_modal		
pa jA mIslim da je poprAveno nEšto ne znAm nesAm Išla 	AUX	not_perf	intrans	non_modal		
ja sam živEla nE imAlo ni slatkIši tOlko nE imAlo nIšta 	AUX	not_perf	intrans	non_modal		
nesAm i jA nesAm Išla 	AUX	not_perf	intrans	non_modal		
i jA nesAm Išla po cRkve 	AUX	not_perf	intrans	non_modal		
Isto ne mOže odOvde prAvno na gOre tO je se srA/jA nesAmo skOro Išla 	AUX	not_perf	intrans	non_modal		
pa pOsle prEk onOj tAm kožAlj Ali tOj #sElt# se ne mOže tO se srAslo cRno tRnje nesAm skOro Išla 	AUX	not_perf	intrans	non_modal		
aha bOlje da je Išla ((XXX)) 	AUX	not_perf	intrans	non_modal		
svE smo Išli 	AUX	not_perf	intrans	non_modal		
smo Išli 	AUX	not_perf	intrans	non_modal		
na drUgo mEsto nIsam Išla 	AUX	not_perf	intrans	non_modal		
Išli smo u valEvci 	AUX	not_perf	intrans	non_modal		
kAd sam jA Išla 	AUX	not_perf	intrans	non_modal		
pa kakO je Išlo 	AUX	not_perf	intrans	non_modal		
ta smo Išli Odma na venčAnje 	AUX	not_perf	intrans	non_modal		
onI dAju nesU Išli onI išlI nOću 	AUX	not_perf	intrans	non_modal		
tAg je se Išlo 	AUX	not_perf	intrans	non_modal		
nAše pOlje u valEvci si Išli valEvčanje 	AUX	not_perf	intrans	non_modal		
i tOj tUj nesAm Išla 	AUX	not_perf	intrans	non_modal		
i mI s Autobus smo Išli tAmo 	AUX	not_perf	intrans	non_modal		
Ujutu idU na Išli su a 	AUX	not_perf	intrans	non_modal		
Išla sam zElo bErem 	AUX	not_perf	intrans	non_modal		
jA sam živEla ((XXX)) kAžem 	AUX	not_perf	intrans	non_modal		
jA sam živEla u / u / u dObru famIliju 	AUX	not_perf	intrans	non_modal		
živEla sam 	AUX	not_perf	intrans	non_modal		
i mOžda sam kIlometar I po Išla 	AUX	not_perf	intrans	non_modal		
pa su Išli na grOblje 	AUX	not_perf	intrans	non_modal		
i onA je dolazIla mAjku nEje imAla jAdna mAjka joj umrE bilA mAla 	AUX	not_perf	intrans	non_modal		
i onA e • svE dolazIla kod mEne i • i 	AUX	not_perf	intrans	non_modal		
bOško nIčić me tražIo pa sam i kod njEga Išla 	AUX	not_perf	intrans	non_modal		
ovOj sam cedIlo praIla kad dEda Išao kod sAšu pOpoviḱa na •• udIciju 	AUX	not_perf	intrans	non_modal		
kAd sam bIla kod mAme devOjče žIvela sam kod pEre graOrče 	AUX	not_perf	intrans	non_modal		
dE smo žIveli ranIe 	AUX	not_perf	intrans	non_modal		
onI su tUj živEli 	AUX	not_perf	intrans	non_modal		
pa lju pa dObro nOko živEli su prIlično ljUdi 	AUX	not_perf	intrans	non_modal		
prIlično nOko dUže su ovAko živEli 	AUX	not_perf	intrans	non_modal		
e tOj kOz kOd njI si Išla 	AUX	not_perf	intrans	non_modal		
Išli smo prEk pOlje 	AUX	not_perf	intrans	non_modal		
Išla sam i jA 	AUX	not_perf	intrans	non_modal		
mI smo/ kad smo Išli u škOlu • nAm učItelj tOj pričAl 	AUX	not_perf	intrans	non_modal		
pa je mOj dEda Išal 	AUX	not_perf	intrans	non_modal		
i Išli smo da kOpamo 	AUX	not_perf	intrans	non_modal		
i osamnAes sam živEla kOlko gOdine dOđe 	AUX	not_perf	intrans	non_modal		
pa kakOj sam bilA sIne mI doklE smo bilE decA/ jA dok sam bəlA detE • Išla u škOlu 	AUX	not_perf	intrans	non_modal		
kAd sam pOšla u škOlu jA sam Išla • u škOlu 	AUX	not_perf	intrans	non_modal		
kAd sam završIla škOlu jA sam Išla na zanAt 	AUX	not_perf	intrans	non_modal		
morE u pƏžljak mOra i tAm smo Išli u kRčetu kod ((?)) ((?)) 	AUX	not_perf	intrans	non_modal		
i onA me prevEla pa sam Išla dOl i eto sam popIla kAfu sas nji 	AUX	not_perf	intrans	non_modal		
Išla sam sas Ovce 	AUX	not_perf	intrans	non_modal		
onI se sEčaju kAd smo mI dolazIli kod vAs 	AUX	not_perf	intrans	non_modal		
i jedAn pUt sam Išla kod ((?)) •• lEpicu 	AUX	not_perf	intrans	non_modal		
pa imAlo je • imAlo Išli smo/ tOj smo brAli pa smo prodavAli 	AUX	not_perf	intrans	non_modal		
trIe šes gOdine trIes pet gOdine sam živEla u šEsti gAbar 	AUX	not_perf	intrans	non_modal		
Ipak jA sam gOre živEla mEni je gOre lEpo Ako nEma ljUdi 	AUX	not_perf	intrans	non_modal		
jA sam mOja mAti mEne dalA u četvRti rAzred sam Išla sAmo do četvRti rAzəd u škOlu 	AUX	not_perf	intrans	non_modal		
s do devetnAes gOdina pOsle sam udAla pOsle nIsam Išla 	AUX	not_perf	intrans	non_modal		
imOvinu dOsta i nIsam Išla al do devetnAes gOdine 	AUX	not_perf	intrans	non_modal		
pa tI si po b lAkše živEla edInka si bIla pa 	AUX	not_perf	intrans	non_modal		
jA nIsam u nAdnicu Išla mo mo mI smo bEdu imAli 	AUX	not_perf	intrans	non_modal		
pa Išla dabOme Im/imAli smo Ošta pa smo pOsle prodavAli pa smo kupIli 	AUX	not_perf	intrans	non_modal		
u cRkvu smo Išli poštuvAli smo i dƏn danAs 	AUX	not_perf	intrans	non_modal		
al mI • dOk smo bilI mlAdi mI smo Išli bIlo lEpoj 	AUX	not_perf	intrans	non_modal		
al On morAl da sedI rAt pa On u bAnju nE Išal 	AUX	not_perf	intrans	non_modal		
prOđemo proz debElicu Išli smo na štIpinu mnOgo pUt i s trAktor s kOla kad Idemo za knjAževac 	AUX	not_perf	intrans	non_modal		
ali jA nesƏm Išla iŠli si onI p • šta ču jA kad Ima koj da Ide drUgi 	AUX	not_perf	intrans	non_modal		
i nesAm Išla u mlInat ne znam 	AUX	not_perf	intrans	non_modal		
Išli smo da bAjem da mi bAju od strA 	AUX	not_perf	intrans	non_modal		
pa ne nE znam mI grlištAnci smo kod njU slAbo Išli el onA tEk a znA 	AUX	not_perf	intrans	non_modal		
le jA mI grlištAnci slAbo smo Išli 	AUX	not_perf	intrans	non_modal		
kod njU nIkad nIsam Išla jer onA te znA kvO će da ti kAže 	AUX	not_perf	intrans	non_modal		
su tU sedEli i tU su dolazIli i 	AUX	not_perf	intrans	non_modal		
jA sam kad mi mAjka bilA bOlesna Išla i nOću i odAvde pa 	AUX	not_perf	intrans	non_modal		
i tU sam sedEla u pOla trI sam, Išla da stAvljam pEsak u lOnac da si šEtam 	AUX	not_perf	intrans	non_modal		
takO e se živElo 	AUX	not_perf	intrans	non_modal		
jA nIsam Išla 	AUX	not_perf	intrans	non_modal		
pa se svE Išlo pEške pa jA sam 	AUX	not_perf	intrans	non_modal		
mI smo Išli s Ovce u timOk 	AUX	not_perf	intrans	non_modal		
e tƏg smo Išli mi đAci učItelj naredIl 	AUX	not_perf	intrans	non_modal		
otvOrena vrAta dočekUju nas decA Išli smo 	AUX	not_perf	intrans	non_modal		
u polAženike Išli smo u dOdolice do tAd 	AUX	not_perf	intrans	non_modal		
a do tAd smo u svAku nEdelju u cRkvu Išli 	AUX	not_perf	intrans	non_modal		
mI smo u rEd Išli 	AUX	not_perf	intrans	non_modal		
smo živEli gOre tO na 	AUX	not_perf	intrans	non_modal		
mI smo od gOre be Išli be 	AUX	not_perf	intrans	non_modal		
u zAječar su mi živEli rodItelji 	AUX	not_perf	intrans	non_modal		
mI smo mI živEli u drUđim 	AUX	not_perf	intrans	non_modal		
ka/ kad sam Išal kod njEga 	AUX	not_perf	intrans	non_modal		
pa štO kAže si Onda nIsi Išao kUḱi ? 	AUX	not_perf	intrans	non_modal		
tUj sam se i ženIla i nesAm nIgde išla 	AUX	not_perf	intrans	non_modal		
mOre jA sam se tUj rodIla tUj živEla tUj ću da mrEm 	AUX	not_perf	intrans	non_modal		
aa naprE smo mI živEli komšIje 	AUX	not_perf	intrans	non_modal		
žIvio ((?)) je mRknu pobEgal 	AUX	not_perf	intrans	non_modal		
sas kOla Išli su 	AUX	not_perf	intrans	non_modal		
i sUtra kad razaznAu jA sam dolazIla i ovO 	AUX	not_perf	intrans	non_modal		
pOsi dOšeno tije tEčaj al jA sam išlA jA nIsam Išla 	AUX	not_perf	intrans	non_modal		
o jA sam išlA/jA sam Išla orAla sam ko mUž 	AUX	not_perf	intrans	non_modal		
več Evo Ima dEset gOdine jA • na pUt ne Idem • ali dOkle sam Išla 	AUX	not_perf	intrans	non_modal		
znAješ tI • vid/ jA sam tEbe vIše put vidEla • kad si Išla tI səs • momčE 	AUX	not_perf	intrans	non_modal		
e pa ((?)) Išla pa tOj svećIcu 	AUX	not_perf	intrans	non_modal		
izAšla paa na krstopUtinu Išla si tI tAmo 	AUX	not_perf	intrans	non_modal		
kUd je lUtala kUd je Išla 	AUX	not_perf	intrans	non_modal		
jEdva ju •• nIsu mOgli da ju dovedU • vAljda su Išli sas kOla 	AUX	not_perf	intrans	non_modal		
Išla je po mEne kAže •• do 	AUX	not_perf	intrans	non_modal		
sAd je vElika cRkvica tUj smo mI Išli na svEti lAzar jA i kOle 	AUX	not_perf	intrans	non_modal		
mOra da si Išla tI nEki pUt 	AUX	not_perf	intrans	non_modal		
i i dAn dAnas tU je sAd •• vEelike cRkve jA sam Išla u đ/ u #đUnis# 	AUX	not_perf	intrans	non_modal		
ka/ kad sam jA Išla • On je ovolIki 	AUX	not_perf	intrans	non_modal		
pa tU nEgde desEtak gOdina smo tO tAko žIveli bez kUću 	AUX	not_perf	intrans	non_modal		
kad smo zIdali pomOćnu zgrAdu žIvka išla u gimnAziju 	AUX	not_perf	intrans	non_modal		
Onda me odvEo u vAroš i Onda sam živEla u vAroš 	AUX	not_perf	intrans	non_modal		
i onI kudE su Išli kAko su sAznali 	AUX	not_perf	intrans	non_modal		
a onA iskočIla svA skApala i mRšava kakO je žIvela u šUmu 	AUX	not_perf	intrans	non_modal		
a Ono dOl uz pUt kAko je Išao sa bicIklu 	AUX	not_perf	intrans	non_modal		
tO je odOzdo kad ste Išli pa nEgde na polovIn pUt ((?)) 	AUX	not_perf	intrans	non_modal		
gdE tO mU se učInilo da su Išli ljUdi da su se kAno zagrlilI i Idu dvojIca 	AUX	not_perf	intrans	non_modal		
i uplašIle se i krAva i dEda i doklE su Išli i takOj bežAli tOj nE znam 	AUX	not_perf	intrans	non_modal		
Onda smo Išli u tU zvAnu lItiju da se mOlimo bOgu 	AUX	not_perf	intrans	non_modal		
tAmo je žIveo tAmo je Umro ali nE znam 	AUX	not_perf	intrans	non_modal		
